UserId,ProductId,Rating,Timestamp
A3J1XDOKRNRA6M,B000052YJM,5.0,1363305600
AE7V92R2LVEJF,B000052YJM,5.0,1336608000
A2NIUVVH46ZDTH,B000052YJM,5.0,1318204800
A2CHH5P055A0KL,B000052YJM,5.0,1357776000
A34BZM6S9L7QI4,B000052YJM,4.0,1366070400
APYKGTU0LFICH,B000052YJM,2.0,1376352000
A2WW57XX2UVLM6,B000052YJM,4.0,1364256000
AK7CAW3N1XZV6,B000052YM7,5.0,1279843200
A2ILV6IPPW6W7I,B000052YM7,2.0,1362441600
ACZ94JB8BFMJ9,B000052YM7,5.0,1383264000
A3FLMF8FG4VPG8,B000052YM7,4.0,1362700800
A1EF37KYK7PRLV,B000052YM7,5.0,1343520000
A3FA78E0G3G4GQ,B000052YM7,5.0,1358035200
A3315AAN855HYG,B000052YOX,5.0,1338854400
A2K7V3G4598QRF,B000052YOX,5.0,1374364800
A3CTOYWB73TMM0,B000052YOX,2.0,1380412800
A2C58G8O40YC7T,B000052YOX,4.0,1313712000
A324GIXX5SIYGA,B000052YOX,4.0,1349913600
A7T2VY28U2IDB,B000052YOX,1.0,1360022400
ALQGOMOY1F5X9,B000052YOX,5.0,1367020800
A1HBTW5M7ZZ9PT,B000052YOX,5.0,1351468800
A20F84KUBWM88B,B000052YP6,5.0,1329696000
AA1JJNJ5VYI97,B000052YP6,5.0,1358208000
AK7CAW3N1XZV6,B000052YP6,3.0,1303171200
A2EBR70V6P9W0N,B000052YP6,5.0,1354579200
A31RULW0KNYJ5H,B000052YP6,5.0,1228176000
A19KOAGQJUXL18,B000052YP6,5.0,1391472000
A32NZK5H2NIM13,B00008CMOQ,1.0,1402185600
A2Y4S4CNGKF21S,B00008CMOQ,5.0,1233792000
A2256XQAA1L8V8,B00008CMOQ,5.0,1383609600
A2Q3BW3177V542,B00008CMOQ,5.0,1389571200
A3FLMF8FG4VPG8,B00008CMOQ,5.0,1362182400
A21SKLDXVEJ89E,B00008CMOQ,5.0,1397865600
A3HJ8ZPQN5VR7X,B00008CMOQ,1.0,1392681600
A11SWG9T60IQH8,B00008CMOQ,5.0,1283299200
A19UTUEBWKIZFT,B00008J2XQ,5.0,1349395200
A24N4FKHGD7DWT,B00008J2XQ,5.0,1343001600
AKMEY1BSHSDG7,B00008J2XQ,5.0,1140652800
A2R9M9ALI356JU,B00008J2XQ,3.0,1315785600
A17W4YG9W016T1,B00008J2XQ,5.0,1222819200
A7T2VY28U2IDB,B00008J2XQ,5.0,1320019200
A2K5AFTU4YOPPW,B00008J2XQ,5.0,1348963200
A2S7YBFPZX1IGQ,B0000CC64W,2.0,1377820800
A3U5RYD678A4LL,B0000CC64W,5.0,1398729600
A1X2LENOF84LCQ,B0000CC64W,4.0,1113350400
A2PATWWZAXHQYA,B0000CC64W,1.0,1387584000
A3IOCPLIMYDBCD,B0000CC64W,5.0,1246665600
A5A3C6XVDYUND,B0000CC64W,3.0,1361145600
A1GQAKL9CGQLP1,B0000CC64W,5.0,1294444800
A1Q3W2FX8LKH19,B0000CC64W,2.0,1359590400
A324GIXX5SIYGA,B0000CC64W,5.0,1349913600
A3QNV9LUNM589P,B0000CC64W,5.0,1389744000
A2WW57XX2UVLM6,B0000CC64W,4.0,1385078400
A3CG93783LP0FO,B0000CC64W,5.0,1279756800
A2ZY49IDE6TY5I,B0000UTUW4,4.0,1333065600
A132ETQPMHQ585,B0000UTUW4,5.0,1311120000
A287547UH1VBJ7,B0000UTUW4,5.0,1374883200
A1TPW86OHXTXFC,B0000UTUW4,4.0,1394150400
A3S3R88HA0HZG3,B0000UTUW4,5.0,1242086400
A1RVM6W2YI7568,B0000UTUW4,5.0,1325289600
A1DCBQD9QX2I3J,B00013YYS0,5.0,1337817600
AIIZTJHZLV158,B00013YYS0,5.0,1354060800
A1IU7S4HCK1XK0,B00013YYS0,5.0,1157846400
AIIR8E34EDKCQ,B00013YYS0,5.0,1167177600
A1YUL9PCJR3JTY,B00013YYS0,5.0,1158451200
A281NPSIMI1C2R,B00013YYS0,5.0,1097884800
AHYPRXI7F5QXS,B00013YYS0,5.0,1332979200
A5C2PJ2RFO4WS,B000142C1A,5.0,1313539200
A914TQVHI872U,B000142C1A,5.0,1393200000
A2Q3BW3177V542,B000142C1A,5.0,1320624000
A9MYCYZT8EMMX,B000142C1A,5.0,1374537600
A1DAFWS98LQD2R,B000142C1A,5.0,1330300800
ARYSDAZNRXN6G,B000142C1A,5.0,1319155200
A2D1LPEUCTNT8X,B000142FVW,5.0,1319328000
A2OTGX253O4J4D,B000142FVW,5.0,1364256000
A2UJT1C0E0DWVQ,B000142FVW,5.0,1339632000
A2ZY49IDE6TY5I,B000142FVW,5.0,1338336000
A1DCBQD9QX2I3J,B000142FVW,3.0,1337644800
AEJEG1P5S4J9Y,B000142FVW,4.0,1323648000
A2Q3BW3177V542,B000142FVW,5.0,1300579200
A2EBR70V6P9W0N,B000142FVW,5.0,1374105600
AENH50GW3OKDA,B000142FVW,5.0,1375315200
A2AVOVUTRTABTX,B000142FVW,4.0,1389398400
A287547UH1VBJ7,B000142FVW,4.0,1356739200
A1GUX6R8DV3ZLY,B000142FVW,5.0,1316131200
A1EF37KYK7PRLV,B000142FVW,5.0,1334448000
A1PI8VBCXXSGC7,B000142FVW,4.0,1335225600
A1DAFWS98LQD2R,B000142FVW,5.0,1335657600
A3KEZLJ59C1JVH,B000142FVW,5.0,1317168000
A1WX42M589VAMQ,B000142FVW,5.0,1228435200
A2B2I5JO3E8LBX,B000142FVW,5.0,1363910400
A1TPW86OHXTXFC,B000142FVW,4.0,1348444800
A2YKWYC3WQJX5J,B000142FVW,3.0,1361232000
A2GJX2KCUSR0EI,B000142FVW,4.0,1396396800
A2S7YBFPZX1IGQ,B00016XJ4M,5.0,1377302400
A14E70DKB6QPZY,B00016XJ4M,5.0,1322438400
A2ILV6IPPW6W7I,B00016XJ4M,5.0,1363478400
A2ZKZJGVGIJ8OP,B00016XJ4M,3.0,1384819200
A2A5C9IQ06CG9N,B00016XJ4M,5.0,1344297600
A132ETQPMHQ585,B00016XJ4M,1.0,1310774400
ACZ94JB8BFMJ9,B00016XJ4M,5.0,1386115200
A3FLMF8FG4VPG8,B00016XJ4M,5.0,1382918400
A2EBR70V6P9W0N,B00016XJ4M,5.0,1357603200
A2AX9C569CKHOJ,B00016XJ4M,5.0,1355529600
AA1JJNJ5VYI97,B00021B8L2,5.0,1304380800
ATSR2L4FZVO8Z,B00021B8L2,5.0,1367971200
A3SFI0SLCMP0KX,B00021B8L2,5.0,1372118400
A2Y4S4CNGKF21S,B00021B8L2,5.0,1343088000
AKMEY1BSHSDG7,B00021B8L2,5.0,1321142400
A5A3C6XVDYUND,B00021B8L2,5.0,1307232000
A3KEZLJ59C1JVH,B00021B8L2,2.0,1337040000
ARYSDAZNRXN6G,B00021B8L2,1.0,1320278400
A1YUL9PCJR3JTY,B00021B8L2,5.0,1203292800
A1QV5IH6HDRN0L,B00021C1LI,5.0,1345766400
ATSR2L4FZVO8Z,B00021C1LI,5.0,1346716800
A3SFI0SLCMP0KX,B00021C1LI,5.0,1372118400
A27FP0S5QH7GNE,B00021C1LI,5.0,1330992000
A5A3C6XVDYUND,B00021C1LI,5.0,1255910400
A3KEZLJ59C1JVH,B00021C1LI,5.0,1357689600
ARYSDAZNRXN6G,B00021C1LI,1.0,1320278400
A1YUL9PCJR3JTY,B00021C1LI,5.0,1203292800
A2LAS014NSRW72,B00021DJ32,5.0,1388966400
A33AQPJYH7UUXR,B00021DJ32,4.0,1328918400
A2VOGNBUMXSW13,B00021DJ32,4.0,1394236800
A3E5V5TSTAY3R9,B00021DJ32,4.0,1384387200
A3SH6CQYS8FHB,B00021DJ32,5.0,1394928000
A2C58G8O40YC7T,B00021DJ32,5.0,1313625600
A1WX42M589VAMQ,B00021DJ32,5.0,1237939200
ARYSDAZNRXN6G,B00021DJ32,3.0,1337990400
A1YVJ2CLK0L2WR,B00021DJ32,4.0,1378339200
A3FA78E0G3G4GQ,B00021DJ32,5.0,1388620800
A5C2PJ2RFO4WS,B0002Z8HAI,5.0,1298937600
A2FWDBKX76ILA7,B0002Z8HAI,5.0,1392768000
A13JU88JAHN72I,B0002Z8HAI,5.0,1361145600
A2Q3BW3177V542,B0002Z8HAI,3.0,1320969600
